target_index_in_batch,pos_value_sum,cost_pos_react,pos_value_plus_cost,pos_value_plus_cost_div_temp,index_neg_for_target,neg_value_sum,cost_neg_react,neg_value_plus_cost,neg_value_plus_cost_div_temp,exp_minus_pos_value_plus_cost_div_temp,exp_minus_neg_value_plus_cost_div_temp
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,7,5.4922221756874094,5.4872624571341815,10.979484632821592,1.0979484632821592,0.9430940534187857,0.33355468192226134
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,8,5.878202925382778,5.8703537905346375,11.748556715917417,1.1748556715917418,0.9430940534187857,0.30886355425640905
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,9,5.913848141290959,5.909979052224907,11.823827193515866,1.1823827193515866,0.9430940534187857,0.30654745117666543
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,10,6.03344489894778,6.0146826170428564,12.048127515990636,1.2048127515990636,0.9430940534187857,0.2997481216151516
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,11,6.047503738088175,6.041546026203353,12.089049764291527,1.2089049764291526,0.9430940534187857,0.29852399132559293
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,12,6.2956104558026516,6.287670443944588,12.58328089974724,1.258328089974724,0.9430940534187857,0.28412866717807655
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,13,6.594531049889581,6.589833903476863,13.184364953366444,1.3184364953366443,0.9430940534187857,0.2675532959388334
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,14,6.750819912929926,6.743007879314515,13.493827792244442,1.3493827792244442,0.9430940534187857,0.25940031851106116
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,15,7.1727803304194895,7.167621923358495,14.340402253777984,1.4340402253777984,0.9430940534187857,0.23834401080536638
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,16,7.279084967302442,7.273132473349706,14.552217440652147,1.4552217440652147,0.9430940534187857,0.23334861449341138
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,17,7.323005342329079,7.31564640671632,14.6386517490454,1.46386517490454,0.9430940534187857,0.23134037343172184
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,18,7.410160915636759,7.403319537569754,14.813480453206513,1.4813480453206513,0.9430940534187857,0.22733102920485776
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,19,7.453307052390812,7.440217762077053,14.893524814467865,1.4893524814467864,0.9430940534187857,0.22551863577264167
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,20,7.555183112923898,7.549879208558327,15.105062321482226,1.5105062321482225,0.9430940534187857,0.22079817452830525
1,0.00431990345798039,0.5815727246234765,0.5858926280814569,0.05858926280814569,21,7.570964018324209,7.5625378745929,15.13350189291711,1.513350189291711,0.9430940534187857,0.2201711260547146
